,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary,x0_Arts,x0_Commerce,x0_Science,x1_Comm&Mgmt,x1_Others,x1_Sci&Tech,x2_Mkt&Fin,x2_Mkt&HR
23,1,77.4,0,60.0,0,Science,64.74,Sci&Tech,1,92.0,Mkt&Fin,63.62,1,300000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
24,0,76.5,0,97.7,0,Science,78.86,Sci&Tech,0,97.4,Mkt&Fin,74.01,1,360000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
25,1,52.58,0,54.6,0,Commerce,50.2,Comm&Mgmt,1,76.0,Mkt&Fin,65.33,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
26,0,71.0,0,79.0,0,Commerce,66.0,Comm&Mgmt,1,94.0,Mkt&Fin,57.55,1,240000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
27,0,63.0,0,67.0,0,Commerce,66.0,Comm&Mgmt,0,68.0,Mkt&HR,57.69,1,265000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
28,0,76.76,0,76.5,0,Commerce,67.5,Comm&Mgmt,1,73.35,Mkt&Fin,64.15,1,350000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
29,0,62.0,1,67.0,0,Commerce,58.0,Comm&Mgmt,0,77.0,Mkt&Fin,51.29,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30,1,64.0,1,73.5,0,Commerce,73.0,Comm&Mgmt,0,52.0,Mkt&HR,56.7,1,250000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
31,1,67.0,1,53.0,0,Science,65.0,Sci&Tech,0,64.0,Mkt&HR,58.32,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
32,1,61.0,1,81.0,0,Commerce,66.4,Comm&Mgmt,0,50.89,Mkt&HR,62.21,1,278000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
33,1,87.0,0,65.0,0,Science,81.0,Comm&Mgmt,1,88.0,Mkt&Fin,72.78,1,260000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
34,0,62.0,0,51.0,0,Science,52.0,Others,0,68.44,Mkt&HR,62.77,0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
35,1,69.0,1,78.0,0,Commerce,72.0,Comm&Mgmt,0,71.0,Mkt&HR,62.74,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
36,0,51.0,1,44.0,0,Commerce,57.0,Comm&Mgmt,0,64.0,Mkt&Fin,51.45,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
37,1,79.0,1,76.0,0,Science,65.6,Sci&Tech,0,58.0,Mkt&HR,55.47,1,320000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
38,1,73.0,0,58.0,0,Science,66.0,Comm&Mgmt,0,53.7,Mkt&HR,56.86,1,240000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
39,0,81.0,0,68.0,0,Science,64.0,Sci&Tech,0,93.0,Mkt&Fin,62.56,1,411000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
40,1,78.0,1,77.0,0,Commerce,80.0,Comm&Mgmt,0,60.0,Mkt&Fin,66.72,1,287000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
41,1,74.0,0,63.16,0,Commerce,65.0,Comm&Mgmt,1,65.0,Mkt&HR,69.76,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
42,0,49.0,0,39.0,0,Science,65.0,Others,0,63.0,Mkt&Fin,51.21,0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
43,0,87.0,0,87.0,0,Commerce,68.0,Comm&Mgmt,0,95.0,Mkt&HR,62.9,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
44,1,77.0,0,73.0,0,Commerce,81.0,Comm&Mgmt,1,89.0,Mkt&Fin,69.7,1,200000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
45,1,76.0,1,64.0,0,Science,72.0,Sci&Tech,0,58.0,Mkt&HR,66.53,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
46,1,70.89,0,71.98,0,Science,65.6,Comm&Mgmt,0,68.0,Mkt&HR,71.63,0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
47,0,63.0,1,60.0,0,Commerce,57.0,Comm&Mgmt,1,78.0,Mkt&Fin,54.55,1,204000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
48,0,63.0,0,62.0,0,Commerce,68.0,Comm&Mgmt,0,64.0,Mkt&Fin,62.46,1,250000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
49,1,50.0,0,37.0,0,Arts,52.0,Others,0,65.0,Mkt&HR,56.11,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
50,1,75.2,1,73.2,0,Science,68.4,Comm&Mgmt,0,65.0,Mkt&HR,62.98,1,200000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
51,0,54.4,1,61.12,0,Commerce,56.2,Comm&Mgmt,0,67.0,Mkt&HR,62.65,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
52,1,40.89,0,45.83,0,Commerce,53.0,Comm&Mgmt,0,71.2,Mkt&HR,65.49,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
53,0,80.0,0,70.0,0,Science,72.0,Sci&Tech,0,87.0,Mkt&HR,71.04,1,450000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
54,1,74.0,1,60.0,0,Science,69.0,Comm&Mgmt,0,78.0,Mkt&HR,65.56,1,216000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
55,0,60.4,1,66.6,0,Science,65.0,Comm&Mgmt,0,71.0,Mkt&HR,52.71,1,220000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
56,0,63.0,0,71.4,0,Commerce,61.4,Comm&Mgmt,0,68.0,Mkt&Fin,66.88,1,240000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
57,0,68.0,1,76.0,0,Commerce,74.0,Comm&Mgmt,0,80.0,Mkt&Fin,63.59,1,360000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
58,0,74.0,1,62.0,0,Science,68.0,Comm&Mgmt,0,74.0,Mkt&Fin,57.99,1,268000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
59,0,52.6,1,65.58,0,Science,72.11,Sci&Tech,0,57.6,Mkt&Fin,56.66,1,265000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
60,0,74.0,1,70.0,0,Science,72.0,Comm&Mgmt,1,60.0,Mkt&Fin,57.24,1,260000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
61,0,84.2,1,73.4,0,Commerce,66.89,Comm&Mgmt,0,61.6,Mkt&Fin,62.48,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
62,1,86.5,0,64.2,0,Science,67.4,Sci&Tech,0,59.0,Mkt&Fin,59.69,1,240000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
63,0,61.0,0,70.0,0,Commerce,64.0,Comm&Mgmt,0,68.5,Mkt&HR,59.5,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
64,0,80.0,0,73.0,0,Commerce,75.0,Comm&Mgmt,0,61.0,Mkt&Fin,58.78,1,240000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
65,0,54.0,0,47.0,0,Science,57.0,Comm&Mgmt,0,89.69,Mkt&HR,57.1,0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
66,0,83.0,0,74.0,0,Science,66.0,Comm&Mgmt,0,68.92,Mkt&HR,58.46,1,275000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
67,0,80.92,0,78.5,0,Commerce,67.0,Comm&Mgmt,0,68.71,Mkt&Fin,60.99,1,275000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
68,1,69.7,1,47.0,0,Commerce,72.7,Sci&Tech,0,79.0,Mkt&HR,59.24,0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
69,0,73.0,1,73.0,0,Science,66.0,Sci&Tech,1,70.0,Mkt&Fin,68.07,1,275000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
70,0,82.0,0,61.0,0,Science,62.0,Sci&Tech,0,89.0,Mkt&Fin,65.45,1,360000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
71,0,75.0,0,70.29,0,Commerce,71.0,Comm&Mgmt,0,95.0,Mkt&Fin,66.94,1,240000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
72,0,84.86,0,67.0,0,Science,78.0,Comm&Mgmt,0,95.5,Mkt&Fin,68.53,1,240000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
73,0,64.6,1,83.83,0,Commerce,71.72,Comm&Mgmt,0,86.0,Mkt&Fin,59.75,1,218000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
74,0,56.6,1,64.8,0,Commerce,70.2,Comm&Mgmt,0,84.27,Mkt&Fin,67.2,1,336000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
75,1,59.0,1,62.0,0,Commerce,77.5,Comm&Mgmt,0,74.0,Mkt&HR,67.0,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
76,1,66.5,0,70.4,0,Arts,71.93,Comm&Mgmt,0,61.0,Mkt&Fin,64.27,1,230000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
77,0,64.0,0,80.0,0,Science,65.0,Sci&Tech,1,69.0,Mkt&Fin,57.65,1,500000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
78,0,84.0,0,90.9,0,Science,64.5,Sci&Tech,0,86.04,Mkt&Fin,59.42,1,270000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
79,1,69.0,1,62.0,0,Science,66.0,Sci&Tech,0,75.0,Mkt&HR,67.99,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
80,1,69.0,0,62.0,0,Commerce,69.0,Comm&Mgmt,1,67.0,Mkt&HR,62.35,1,240000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
81,0,81.7,0,63.0,0,Science,67.0,Comm&Mgmt,1,86.0,Mkt&Fin,70.2,1,300000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
82,0,63.0,1,67.0,0,Commerce,74.0,Comm&Mgmt,0,82.0,Mkt&Fin,60.44,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
83,0,84.0,0,79.0,0,Science,68.0,Sci&Tech,1,84.0,Mkt&Fin,66.69,1,300000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
84,0,70.0,1,63.0,0,Science,70.0,Sci&Tech,1,55.0,Mkt&Fin,62.0,1,300000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
85,1,83.84,0,89.83,0,Commerce,77.2,Comm&Mgmt,1,78.74,Mkt&Fin,76.18,1,400000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
86,0,62.0,0,63.0,0,Commerce,64.0,Comm&Mgmt,0,67.0,Mkt&Fin,57.03,1,220000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
87,0,59.6,1,51.0,0,Science,60.0,Others,0,75.0,Mkt&HR,59.08,0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
88,1,66.0,1,62.0,0,Commerce,73.0,Comm&Mgmt,0,58.0,Mkt&HR,64.36,1,210000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
89,1,84.0,0,75.0,0,Science,69.0,Sci&Tech,1,62.0,Mkt&HR,62.36,1,210000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
90,1,85.0,0,90.0,0,Commerce,82.0,Comm&Mgmt,0,92.0,Mkt&Fin,68.03,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
91,0,52.0,1,57.0,0,Commerce,50.8,Comm&Mgmt,0,67.0,Mkt&HR,62.79,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
92,1,60.23,1,69.0,0,Science,66.0,Comm&Mgmt,0,72.0,Mkt&Fin,59.47,1,230000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
93,0,52.0,1,62.0,0,Commerce,54.0,Comm&Mgmt,0,72.0,Mkt&HR,55.41,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
94,0,58.0,1,62.0,0,Commerce,64.0,Comm&Mgmt,0,53.88,Mkt&Fin,54.97,1,260000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
95,0,73.0,1,78.0,0,Commerce,65.0,Comm&Mgmt,1,95.46,Mkt&Fin,62.16,1,420000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
96,1,76.0,1,70.0,0,Science,76.0,Comm&Mgmt,1,66.0,Mkt&Fin,64.44,1,300000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
97,1,70.5,1,62.5,0,Commerce,61.0,Comm&Mgmt,0,93.91,Mkt&Fin,69.03,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
98,1,69.0,1,73.0,0,Commerce,65.0,Comm&Mgmt,0,70.0,Mkt&Fin,57.31,1,220000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
99,0,54.0,1,82.0,0,Commerce,63.0,Sci&Tech,0,50.0,Mkt&Fin,59.47,0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
100,1,45.0,0,57.0,0,Commerce,58.0,Comm&Mgmt,1,56.39,Mkt&HR,64.95,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
101,0,63.0,1,72.0,0,Commerce,68.0,Comm&Mgmt,0,78.0,Mkt&HR,60.44,1,380000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
102,1,77.0,0,61.0,0,Commerce,68.0,Comm&Mgmt,1,57.5,Mkt&Fin,61.31,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
103,0,73.0,1,78.0,0,Science,73.0,Sci&Tech,1,85.0,Mkt&HR,65.83,1,240000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
104,0,69.0,1,63.0,0,Science,65.0,Comm&Mgmt,1,55.0,Mkt&HR,58.23,1,360000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
105,0,59.0,1,64.0,0,Science,58.0,Sci&Tech,0,85.0,Mkt&HR,55.3,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
106,0,61.08,0,50.0,0,Science,54.0,Sci&Tech,0,71.0,Mkt&Fin,65.69,0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
107,0,82.0,0,90.0,0,Commerce,83.0,Comm&Mgmt,0,80.0,Mkt&HR,73.52,1,200000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
108,0,61.0,1,82.0,0,Commerce,69.0,Comm&Mgmt,0,84.0,Mkt&Fin,58.31,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
109,0,52.0,1,63.0,0,Science,65.0,Sci&Tech,1,86.0,Mkt&HR,56.09,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
110,1,69.5,1,70.0,0,Science,72.0,Sci&Tech,0,57.2,Mkt&HR,54.8,1,250000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
111,0,51.0,0,54.0,0,Science,61.0,Sci&Tech,0,60.0,Mkt&HR,60.64,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
112,0,58.0,0,61.0,0,Commerce,61.0,Comm&Mgmt,0,58.0,Mkt&HR,53.94,1,250000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
113,1,73.96,0,79.0,0,Commerce,67.0,Comm&Mgmt,0,72.15,Mkt&Fin,63.08,1,280000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
114,0,65.0,1,68.0,0,Science,69.0,Comm&Mgmt,0,53.7,Mkt&HR,55.01,1,250000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
115,1,73.0,0,63.0,0,Science,66.0,Comm&Mgmt,0,89.0,Mkt&Fin,60.5,1,216000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
116,0,68.2,1,72.8,0,Commerce,66.6,Comm&Mgmt,1,96.0,Mkt&Fin,70.85,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
117,0,77.0,0,75.0,0,Science,73.0,Sci&Tech,0,80.0,Mkt&Fin,67.05,1,240000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
118,0,76.0,1,80.0,0,Science,78.0,Sci&Tech,1,97.0,Mkt&HR,70.48,1,276000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
119,0,60.8,1,68.4,0,Commerce,64.6,Comm&Mgmt,1,82.66,Mkt&Fin,64.34,1,940000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
120,0,58.0,0,40.0,0,Science,59.0,Comm&Mgmt,0,73.0,Mkt&HR,58.81,0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
121,1,64.0,1,67.0,0,Science,69.6,Sci&Tech,1,55.67,Mkt&HR,71.49,1,250000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
122,1,66.5,1,66.8,0,Arts,69.3,Comm&Mgmt,1,80.4,Mkt&Fin,71.0,1,236000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
123,0,74.0,0,59.0,0,Commerce,73.0,Comm&Mgmt,1,60.0,Mkt&HR,56.7,1,240000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
124,0,67.0,1,71.0,0,Science,64.33,Others,1,64.0,Mkt&HR,61.26,1,250000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
125,1,84.0,1,73.0,0,Commerce,73.0,Comm&Mgmt,0,75.0,Mkt&Fin,73.33,1,350000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
126,1,79.0,0,61.0,0,Science,75.5,Sci&Tech,1,70.0,Mkt&Fin,68.2,1,210000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
127,1,72.0,0,60.0,0,Science,69.0,Comm&Mgmt,0,55.5,Mkt&HR,58.4,1,250000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
128,0,80.4,1,73.4,0,Science,77.72,Sci&Tech,1,81.2,Mkt&HR,76.26,1,400000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
129,0,76.7,1,89.7,0,Commerce,66.0,Comm&Mgmt,1,90.0,Mkt&Fin,68.55,1,250000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
130,0,62.0,1,65.0,0,Commerce,60.0,Comm&Mgmt,0,84.0,Mkt&Fin,64.15,0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
131,1,74.9,0,57.0,0,Science,62.0,Others,1,80.0,Mkt&Fin,60.78,1,360000.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
132,0,67.0,0,68.0,0,Commerce,64.0,Comm&Mgmt,1,74.4,Mkt&HR,53.49,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
133,0,73.0,1,64.0,0,Commerce,77.0,Comm&Mgmt,1,65.0,Mkt&HR,60.98,1,250000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
134,1,77.44,1,92.0,0,Commerce,72.0,Comm&Mgmt,1,94.0,Mkt&Fin,67.13,1,250000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
135,1,72.0,1,56.0,0,Science,69.0,Comm&Mgmt,0,55.6,Mkt&HR,65.63,1,200000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
136,1,47.0,1,59.0,0,Arts,64.0,Comm&Mgmt,0,78.0,Mkt&Fin,61.58,0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
137,0,67.0,0,63.0,0,Commerce,72.0,Comm&Mgmt,0,56.0,Mkt&HR,60.41,1,225000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
138,1,82.0,0,64.0,0,Science,73.0,Sci&Tech,1,96.0,Mkt&Fin,71.77,1,250000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
139,0,77.0,1,70.0,0,Commerce,59.0,Comm&Mgmt,1,58.0,Mkt&Fin,54.43,1,220000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
140,0,65.0,1,64.8,0,Commerce,69.5,Comm&Mgmt,1,56.0,Mkt&Fin,56.94,1,265000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
141,0,66.0,1,64.0,0,Science,60.0,Comm&Mgmt,0,60.0,Mkt&HR,61.9,0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
142,0,85.0,1,60.0,0,Science,73.43,Sci&Tech,1,60.0,Mkt&Fin,61.29,1,260000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
143,0,77.67,0,64.89,0,Commerce,70.67,Comm&Mgmt,0,89.0,Mkt&Fin,60.39,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
144,0,52.0,0,50.0,0,Arts,61.0,Comm&Mgmt,0,60.0,Mkt&Fin,58.52,0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
145,0,89.4,0,65.66,0,Science,71.25,Sci&Tech,0,72.0,Mkt&HR,63.23,1,400000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
146,0,62.0,1,63.0,0,Science,66.0,Comm&Mgmt,0,85.0,Mkt&HR,55.14,1,233000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
147,0,70.0,1,74.0,0,Commerce,65.0,Comm&Mgmt,0,83.0,Mkt&Fin,62.28,1,300000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
148,1,77.0,1,86.0,0,Arts,56.0,Others,0,57.0,Mkt&Fin,64.08,1,240000.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
149,0,44.0,1,58.0,0,Arts,55.0,Comm&Mgmt,1,64.25,Mkt&HR,58.54,0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
150,0,71.0,1,58.66,0,Science,58.0,Sci&Tech,1,56.0,Mkt&Fin,61.3,1,690000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
151,0,65.0,1,65.0,0,Commerce,75.0,Comm&Mgmt,0,83.0,Mkt&Fin,58.87,1,270000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
